ID,class
1061,0
1062,0
1063,0
1064,0
1065,0
1066,1
1067,1
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,2
1076,2
1077,2
1078,2
1079,2
1080,2
1081,0
1082,0
1083,0
1084,0
1085,0
1086,1
1087,2
1088,0
1089,2
1090,1
1091,1
1092,0
1093,0
1094,0
1095,0
1096,1
1097,0
1098,2
1099,2
1100,2
1101,0
1102,0
1103,0
1104,1
1105,0
1106,0
1107,0
1108,2
1109,1
1110,0
1111,0
1112,1
1113,2
1114,2
1115,2
1116,0
1117,1
1118,2
1119,1
1120,0
1121,0
1122,1
1123,0
1124,0
1125,0
1126,0
1127,1
1128,0
1129,2
1130,0
1131,2
1132,2
1133,0
1134,1
1135,0
1136,0
1137,1
1138,0
1139,2
1140,1
1141,2
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,0
1149,2
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,1
1159,0
1160,1
1161,1
1162,2
1163,2
1164,2
1165,0
1166,2
1167,0
1168,1
1169,2
1170,0
1171,0
1172,2
1173,0
1174,0
1175,2
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,2
1186,1
1187,1
1188,0
1189,2
1190,0
1191,0
1192,0
1193,0
1194,1
1195,0
1196,0
1197,0
1198,1
1199,1
1200,0
1201,1
1202,2
1203,0
1204,0
1205,0
1206,0
1207,1
1208,0
1209,2
1210,0
1211,0
1212,0
1213,2
1214,0
1215,1
1216,0
1217,0
1218,0
1219,2
1220,0
1221,0
1222,0
1223,2
1224,0
1225,2
1226,2
1227,0
1228,0
1229,1
1230,0
1231,1
1232,0
1233,2
1234,0
1235,0
1236,0
1237,2
1238,0
1239,0
1240,1
1241,0
1242,2
1243,0
1244,2
1245,2
1246,0
1247,0
1248,0
1249,2
1250,0
1251,2
1252,1
1253,0
1254,0
1255,0
1256,0
1257,1
1258,0
1259,0
1260,0
1261,0
1262,0
1263,2
1264,1
1265,0
1266,2
1267,0
1268,2
1269,1
1270,2
1271,0
1272,0
1273,0
1274,0
1275,1
1276,1
1277,1
1278,0
1279,0
1280,2
1281,1
1282,0
1283,2
1284,0
1285,0
1286,0
1287,0
1288,2
1289,0
1290,0
1291,1
1292,0
1293,2
1294,0
1295,0
1296,2
1297,1
1298,2
1299,1
1300,2
1301,2
1302,0
1303,1
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,2
1311,1
1312,0
1313,0
1314,0
1315,0
1316,2
1317,0
1318,0
1319,0
1320,1
1321,1
1322,1
1323,0
1324,2
1325,0
1326,0
1327,0
1328,0
1329,2
1330,2
1331,0
1332,0
1333,0
1334,2
1335,0
1336,0
1337,1
1338,0
1339,1
1340,2
1341,0
1342,0
1343,1
1344,0
1345,0
1346,2
1347,2
1348,2
1349,0
1350,0
1351,0
1352,2
1353,0
1354,0
1355,0
1356,0
1357,0
1358,1
1359,0
1360,2
1361,2
1362,2
1363,0
1364,2
1365,0
1366,0
1367,2
1368,0
1369,0
1370,0
1371,0
1372,2
1373,0
1374,0
1375,0
1376,0
1377,2
1378,1
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0
1385,0
1386,1
1387,0
1388,1
1389,1
1390,0
1391,0
1392,1
1393,0
1394,1
1395,1
1396,1
1397,0
1398,0
1399,0
1400,2
1401,0
1402,1
1403,0
1404,0
1405,0
1406,1
1407,0
1408,0
1409,0
1410,0
1411,2
1412,0
1413,2
1414,1
1415,1
1416,1
1417,1
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,0
1425,0
1426,1
1427,2
1428,0
1429,0
1430,0
1431,0
1432,2
1433,0
1434,2
1435,0
1436,0
1437,0
1438,2
1439,0
1440,1
1441,0
1442,0
1443,1
1444,0
1445,2
1446,1
1447,2
1448,0
1449,2
1450,1
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,1
1459,0
1460,1
1461,1
1462,0
1463,2
1464,0
1465,0
1466,0
1467,0
1468,0
1469,1
1470,2
1471,0
1472,0
1473,2
1474,2
1475,2
1476,0
1477,1
1478,0
1479,0
1480,2
1481,2
1482,0
1483,0
1484,1
1485,0
1486,2
1487,0
1488,2
1489,0
1490,0
1491,2
1492,1
1493,2
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,1
1502,0
1503,1
1504,0
1505,0
1506,1
1507,1
1508,2
1509,1
1510,0
1511,0
1512,0
1513,2
1514,0
1515,2
1516,2
1517,1
1518,0
1519,0
1520,2
1521,0
1522,0
1523,0
1524,0
1525,2
1526,1
1527,0
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,1
1535,2
1536,0
1537,0
1538,0
1539,2
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,1
1548,0
1549,0
1550,0
1551,1
1552,0
1553,0
1554,2
1555,1
1556,2
1557,0
1558,0
1559,0
1560,1
1561,2
1562,0
1563,2
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,1
1571,1
1572,0
1573,2
1574,0
1575,0
1576,0
1577,0
1578,1
1579,0
1580,2
1581,1
1582,2
1583,0
1584,0
1585,2
1586,2
1587,0
1588,0
1589,2
1590,2
1591,1
1592,2
1593,0
1594,0
1595,1
1596,2
1597,0
1598,2
1599,2
1600,1
1601,1
1602,0
1603,0
1604,2
1605,0
1606,0
1607,2
1608,2
1609,0
1610,0
1611,0
1612,0
1613,0
1614,1
1615,2
1616,0
1617,0
1618,0
1619,1
1620,2
1621,2
1622,1
1623,2
1624,0
1625,0
1626,2
1627,0
1628,2
1629,0
1630,1
1631,2
1632,1
1633,0
1634,1
1635,0
1636,2
1637,0
1638,0
1639,0
1640,0
1641,2
1642,0
1643,0
1644,0
1645,0
1646,2
1647,2
1648,2
1649,0
1650,1
1651,2
1652,0
1653,2
1654,0
1655,1
1656,2
1657,1
1658,1
1659,0
1660,0
1661,2
1662,0
1663,0
1664,0
1665,0
1666,1
1667,0
1668,0
1669,1
1670,1
1671,0
1672,1
1673,0
1674,2
1675,1
1676,2
1677,1
1678,2
1679,0
1680,1
1681,1
1682,0
1683,1
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,2
1691,0
1692,2
1693,2
1694,0
1695,1
1696,0
1697,1
1698,1
1699,2
1700,1
1701,0
1702,1
1703,2
1704,0
1705,0
1706,0
1707,2
1708,2
1709,0
1710,0
1711,2
1712,2
1713,2
1714,0
1715,0
1716,2
1717,2
1718,1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,1
1725,0
1726,0
1727,1
1728,1
1729,1
1730,1
1731,0
1732,0
1733,1
1734,0
1735,0
1736,0
1737,2
1738,0
1739,0
1740,2
1741,0
1742,1
1743,0
1744,0
1745,1
1746,2
1747,0
1748,0
1749,1
1750,0
1751,1
1752,2
1753,2
1754,0
1755,1
1756,1
1757,0
1758,1
1759,0
1760,1
1761,1
1762,1
1763,1
1764,1
1765,2
1766,1
1767,1
1768,2
1769,1
1770,2
1771,1
1772,2
1773,1
1774,0
1775,2
1776,1
1777,0
1778,2
1779,0
1780,0
1781,2
1782,0
1783,0
1784,0
1785,1
1786,0
1787,0
1788,0
1789,0
1790,0
1791,2
1792,0
1793,0
1794,0
1795,2
1796,0
1797,2
1798,0
1799,2
1800,0
1801,1
1802,0
1803,0
1804,0
1805,2
1806,0
1807,0
1808,1
1809,0
1810,1
1811,2
1812,2
1813,1
1814,0
1815,2
1816,0
1817,0
1818,0
1819,0
1820,1
1821,0
1822,0
1823,0
1824,0
1825,1
1826,0
1827,0
1828,1
1829,1
1830,2
1831,0
1832,1
1833,2
1834,1
1835,0
1836,0
1837,1
1838,1
1839,0
1840,0
1841,0
1842,2
1843,1
1844,2
1845,2
1846,1
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,1
1855,0
1856,0
1857,1
1858,0
1859,0
1860,0
1861,2
1862,0
1863,0
1864,2
1865,0
1866,0
1867,2
1868,0
1869,1
1870,0
1871,0
1872,0
1873,0
1874,0
1875,1
1876,1
1877,0
1878,1
1879,0
1880,0
1881,0
1882,0
1883,0
1884,1
1885,0
1886,0
1887,2
1888,1
1889,0
1890,1
1891,0
1892,0
1893,2
1894,0
1895,0
1896,0
1897,1
1898,2
1899,2
1900,1
1901,0
1902,1
1903,0
1904,0
1905,0
1906,0
1907,0
1908,1
1909,1
1910,0
1911,0
1912,2
1913,2
1914,0
1915,0
1916,1
1917,0
1918,0
1919,1
1920,0
1921,0
1922,1
1923,1
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,2
1932,2
1933,0
1934,1
1935,1
1936,1
1937,0
1938,0
1939,0
1940,0
1941,0
1942,2
1943,0
1944,0
1945,2
1946,0
1947,0
1948,1
1949,0
1950,1
1951,1
1952,0
1953,1
1954,2
1955,0
1956,0
1957,2
1958,0
1959,0
1960,0
1961,1
1962,0
1963,2
1964,0
1965,1
1966,0
1967,0
1968,1
1969,2
1970,0
1971,0
1972,0
1973,2
1974,1
1975,0
1976,0
1977,0
1978,2
1979,1
1980,2
1981,2
1982,0
1983,1
1984,0
1985,2
1986,0
1987,0
1988,1
1989,0
1990,0
1991,2
1992,1
1993,0
1994,1
1995,0
1996,1
1997,2
1998,0
1999,1
2000,0
2001,0
2002,1
2003,0
2004,1
2005,2
2006,2
2007,0
2008,1
2009,0
2010,2
2011,0
2012,0
2013,1
2014,0
2015,0
2016,1
2017,0
2018,2
2019,0
2020,0
2021,2
2022,0
2023,0
2024,1
2025,2
2026,1
2027,0
2028,2
2029,0
2030,0
2031,0
2032,1
2033,2
2034,0
2035,1
2036,2
2037,1
2038,0
2039,0
2040,0
2041,0
2042,2
2043,2
2044,0
2045,0
2046,1
2047,0
2048,0
2049,0
2050,0
2051,1
2052,1
2053,2
2054,2
2055,2
2056,0
2057,0
2058,1
2059,1
2060,0
2061,0
2062,2
2063,0
2064,0
2065,0
2066,0
2067,2
2068,0
2069,2
2070,2
2071,0
2072,2
2073,0
2074,2
2075,0
2076,0
2077,0
2078,2
2079,0
2080,1
2081,0
2082,0
2083,0
2084,1
2085,0
2086,2
2087,2
2088,1
2089,2
2090,0
2091,0
2092,2
2093,1
2094,1
2095,1
2096,0
2097,2
2098,1
2099,0
2100,0
2101,0
2102,0
2103,2
2104,1
2105,0
2106,0
2107,0
2108,0
2109,1
2110,1
2111,0
2112,2
2113,2
2114,0
2115,1
2116,0
2117,0
2118,1
2119,1
2120,2
2121,0
2122,2
2123,1
2124,0
2125,1
2126,2
2127,1
2128,2
2129,0
2130,0
2131,1
2132,1
2133,0
2134,2
2135,0
2136,0
2137,0
2138,0
2139,1
2140,1
2141,1
2142,0
2143,1
2144,2
2145,0
2146,1
2147,1
2148,2
2149,0
2150,2
2151,0
2152,2
2153,0
2154,2
2155,0
2156,0
2157,1
2158,1
2159,1
2160,0
2161,2
2162,0
2163,1
2164,1
2165,2
2166,0
2167,0
2168,0
2169,2
2170,2
2171,1
2172,0
2173,0
2174,0
2175,2
2176,0
2177,0
2178,1
2179,1
2180,0
2181,1
2182,2
2183,0
2184,0
2185,0
2186,2
2187,0
2188,0
2189,1
2190,0
2191,0
2192,1
2193,2
2194,0
2195,0
2196,0
2197,1
2198,2
2199,1
2200,1
2201,0
2202,0
2203,0
2204,0
2205,2
2206,2
2207,0
2208,0
2209,1
2210,0
2211,0
2212,0
2213,2
2214,1
2215,0
2216,0
2217,0
2218,1
2219,0
2220,0
2221,1
2222,1
2223,0
2224,0
2225,0
2226,0
2227,1
2228,0
2229,1
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,1
2237,1
2238,0
2239,1
2240,1
2241,0
2242,1
2243,2
2244,2
2245,0
2246,0
2247,2
2248,0
2249,2
2250,0
2251,0
2252,0
2253,0
2254,0
2255,1
2256,2
2257,0
2258,0
2259,2
2260,0
2261,2
2262,1
2263,2
2264,2
2265,2
2266,0
2267,1
2268,1
2269,2
2270,0
2271,0
2272,2
2273,0
2274,0
2275,1
2276,1
2277,0
2278,1
2279,1
2280,1
2281,2
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,1
2289,0
2290,0
2291,1
2292,0
2293,0
2294,1
2295,1
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,1
2306,0
2307,0
2308,0
2309,2
2310,0
2311,1
2312,0
2313,2
2314,1
2315,0
2316,0
2317,2
2318,2
2319,0
2320,2
2321,0
2322,0
2323,0
2324,0
2325,1
2326,2
2327,2
2328,2
2329,0
2330,2
2331,0
2332,0
2333,2
2334,1
2335,0
2336,1
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,1
2344,1
2345,0
2346,1
2347,0
2348,0
2349,2
2350,0
2351,0
2352,0
2353,0
2354,2
2355,0
2356,1
2357,0
2358,0
2359,0
2360,1
2361,0
2362,0
2363,1
2364,0
2365,2
2366,2
2367,1
2368,0
2369,0
2370,0
2371,0
2372,0
2373,2
2374,0
2375,0
2376,1
2377,2
2378,0
2379,0
2380,1
2381,2
2382,2
2383,0
2384,0
2385,0
2386,0
2387,1
2388,2
2389,1
2390,1
2391,0
2392,1
2393,0
2394,1
2395,1
2396,2
2397,2
2398,0
2399,0
2400,0
2401,2
2402,0
2403,0
2404,0
2405,0
2406,2
2407,1
2408,0
2409,2
2410,1
2411,0
2412,2
2413,2
2414,0
2415,1
2416,2
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,2
2424,2
2425,0
2426,0
2427,0
2428,0
2429,0
2430,2
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,2
2441,0
2442,1
2443,0
2444,0
2445,0
2446,0
2447,0
2448,1
2449,0
2450,1
2451,0
2452,0
2453,0
2454,0
2455,2
2456,2
2457,0
2458,0
2459,1
2460,2
2461,0
2462,0
2463,2
2464,1
2465,0
2466,2
2467,2
2468,0
2469,0
2470,0
2471,0
2472,0
2473,2
2474,2
2475,1
2476,0
2477,1
2478,0
2479,1
2480,1
2481,0
2482,1
2483,1
2484,2
2485,0
2486,0
2487,2
2488,0
2489,0
2490,2
2491,2
2492,1
2493,1
2494,1
2495,1
2496,1
2497,0
2498,2
2499,0
2500,2
2501,2
2502,2
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,1
2512,0
2513,0
2514,0
2515,0
2516,0
2517,1
2518,0
2519,0
2520,0
2521,1
2522,0
2523,0
2524,0
2525,0
2526,0
2527,1
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,1
2536,0
2537,0
2538,0
2539,1
2540,0
2541,0
2542,1
2543,0
2544,2
2545,0
2546,1
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,2
2557,0
2558,0
2559,2
2560,1
2561,1
2562,0
2563,1
2564,0
2565,0
2566,0
2567,0
2568,1
2569,2
2570,0
2571,0
2572,0
2573,0
2574,0
2575,2
2576,0
2577,0
2578,2
2579,2
2580,0
2581,2
2582,1
2583,0
2584,1
2585,2
2586,2
2587,0
2588,0
2589,0
2590,1
2591,0
2592,0
2593,0
2594,0
2595,1
2596,1
2597,1
2598,2
2599,2
2600,0
2601,0
2602,1
2603,2
2604,0
2605,0
2606,1
2607,1
2608,0
2609,2
2610,0
2611,2
2612,2
2613,2
2614,2
2615,2
2616,0
2617,0
2618,2
2619,0
2620,1
2621,0
2622,0
2623,0
2624,0
2625,2
2626,0
2627,1
2628,0
2629,0
2630,2
2631,0
2632,0
2633,1
2634,1
2635,1
2636,0
2637,2
2638,0
2639,2
2640,0
2641,0
2642,0
2643,0
2644,0
2645,1
2646,1
2647,1
2648,0
2649,0
2650,1
2651,0
2652,0
2653,0
2654,1
2655,0
2656,1
2657,0
2658,2
2659,0
2660,0
2661,0
2662,1
2663,1
2664,1
2665,0
2666,0
2667,2
2668,1
2669,0
2670,2
2671,0
2672,0
2673,0
2674,1
2675,0
2676,2
2677,2
2678,0
2679,0
2680,0
2681,1
2682,2
2683,2
2684,2
2685,0
2686,0
2687,0
2688,0
2689,0
2690,2
2691,0
2692,2
2693,2
2694,1
2695,2
2696,0
2697,0
2698,0
2699,0
2700,0
2701,2
2702,0
2703,0
2704,2
2705,0
2706,0
2707,1
2708,1
2709,0
2710,0
2711,0
2712,0
2713,1
2714,0
2715,1
2716,2
2717,0
2718,2
2719,1
2720,0
2721,1
2722,1
2723,0
2724,0
2725,2
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,1
2735,0
2736,0
2737,0
2738,0
2739,2
2740,2
2741,0
2742,0
2743,1
2744,2
2745,0
2746,0
2747,0
2748,1
2749,1
2750,1
2751,2
2752,0
2753,2
2754,2
2755,0
2756,1
2757,0
2758,0
2759,0
2760,2
2761,2
2762,0
2763,2
2764,0
2765,2
2766,0
2767,0
2768,0
2769,2
2770,0
2771,1
2772,2
2773,0
2774,0
2775,0
2776,2
2777,1
2778,1
2779,0
2780,0
2781,1
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,2
2794,0
2795,0
2796,0
2797,1
2798,0
2799,1
2800,1
2801,2
2802,2
2803,2
2804,0
2805,0
2806,2
2807,1
2808,0
2809,0
2810,0
2811,0
2812,0
2813,2
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,1
2821,0
2822,0
2823,0
2824,0
2825,1
2826,0
2827,2
2828,2
2829,0
2830,0
2831,0
2832,2
2833,1
2834,0
2835,0
2836,1
2837,2
2838,0
2839,0
2840,0
2841,0
2842,0
2843,1
2844,0
2845,0
2846,0
2847,1
2848,1
2849,0
2850,1
2851,1
2852,2
2853,0
2854,2
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,2
2864,2
2865,0
2866,0
2867,0
2868,0
2869,0
2870,2
2871,1
2872,1
2873,0
2874,2
2875,2
2876,0
2877,0
2878,0
2879,0
2880,2
2881,0
2882,0
2883,0
2884,0
2885,1
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,2
2895,1
2896,1
2897,1
2898,0
2899,0
2900,0
2901,1
2902,1
2903,0
2904,0
2905,1
2906,1
2907,0
2908,0
2909,0
2910,0
2911,2
2912,0
2913,1
2914,1
2915,0
2916,0
2917,1
2918,1
2919,1
2920,0
2921,0
2922,1
2923,0
2924,0
2925,1
2926,0
2927,0
2928,0
2929,1
2930,1
2931,0
2932,0
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2939,2
2940,1
2941,0
2942,0
2943,1
2944,0
2945,0
2946,0
2947,0
2948,2
2949,0
2950,0
2951,0
2952,0
2953,1
2954,0
2955,2
2956,1
2957,2
2958,2
2959,0
2960,2
2961,0
2962,0
2963,1
2964,0
2965,2
2966,0
2967,0
2968,0
2969,1
2970,0
2971,2
2972,2
2973,2
2974,0
2975,0
2976,0
2977,0
2978,1
2979,0
2980,0
2981,0
2982,0
2983,1
2984,0
2985,0
2986,2
2987,2
2988,0
2989,1
2990,2
2991,2
2992,2
2993,0
2994,0
2995,2
2996,0
2997,1
